MOTOROLA,,,SAMSUNG,,,XIAOMI,,,IPHONE,,,,,,,,,,
E5 plus, $90.00 ,,A15 incell, $85.00 ,,Redmi note 11E com aro (Premium), $135.00 ,,,,,,,,,,,,
E5 plus com aro , $100.00 ,,A15 incell com aro , $100.00 ,,Redmi Note 12 4g/ 12 5g/ poco x5 5g incell , $85.00 ,,,,,,,,,,,,
E5 play, $85.00 ,,A15 incell com aro (Premium), $170.00 ,,Redmi note 12 4g incell com aro, $105.00 ,,,,,,,,,,,,
E5 play com aro, $130.00 ,,A15 oled com aro, $240.00 ,,Redmi Note 12 4g oled com aro, $250.00 ,,,,,,,,,,,,
E6 plus, $60.00 ,,A16 incell, $100.00 ,,Redmi Note 12 4g oled com aro (Premium), $300.00 ,,,,,,,,,,,,
E6 plus com aro, $80.00 ,,A16 incell com aro, $135.00 ,,Redmi note 12 5g / poco x5 5g incell com aro, $120.00 ,,,,,,,,,,,,
E6 play, $70.00 ,,A16 oled com aro (Premium), $390.00 ,,Redmi note 12 5g/ Poco x5 5g oled com aro , $280.00 ,,,,,,,,,,,,
E6 play com aro, $80.00 ,,A20 incell com aro , $75.00 ,,Redmi Note 12 5g / poco x5 5g oled com aro (Premium), $310.00 ,,,,,,,,,,,,
E6i/E6s, $70.00 ,,A20 oled , $130.00 ,,Redmi note 12 pro 4g incell, $95.00 ,,,,,,,,,,,,
E6s com aro, $90.00 ,,A20 oled com aro, $150.00 ,,Note 12 pro 4g incell com aro, $110.00 ,,,,,,,,,,,,
E7/E7 power, $60.00 ,,A20s, $70.00 ,,Redmi note 12 pro 4g incell com aro (premium), $135.00 ,,,,,,,,,,,,
E7 com aro, $85.00 ,,A20s com aro , $85.00 ,,Redmi note 12 pro 4g oled com aro (Premium), $290.00 ,,,,,,,,,,,,
E7 power com aro, $85.00 ,,A21 , $120.00 ,,Redmi Note 12 pro 5g / Poco x5 pró 5g incell , $95.00 ,,,,,,,,,,,,
E13, $70.00 ,,A21s , $60.00 ,,Redmi Note 12 pro 5g / Poco x5 pró 5g incell com aro (premium), $185.00 ,,,,,,,,,,,,
E13 com aro , $90.00 ,,A21s com aro, $85.00 ,,Redmi note 12 pro 5g / poco x5 pro 5g oled (Premium), $275.00 ,,,,,,,,,,,,
E13 com aro (Premium), $120.00 ,,A22 4g incell com aro , $90.00 ,,Redmi Note 12 pro plus oled com aro (Premium), $410.00 ,,,,,,,,,,,,
E20, $70.00 ,,A22 4g oled com aro, $190.00 ,,Redmi note 13 4g incell, $95.00 ,,,,,,,,,,,,
E20 com aro , $85.00 ,,A22 5g, $85.00 ,,Redmi note 13 4g incell com aro, $120.00 ,,,,,,,,,,,,
E20 com aro (Premium), $110.00 ,,A22 5g com aro, $100.00 ,,Note 13 4g incell com aro (Premium), $170.00 ,,,,,,,,,,,,
E22, $70.00 ,,A22 5g com aro (Premium), $110.00 ,,Note 13 4g oled, $230.00 ,,,,,,,,,,,,
E22 com aro, $85.00 ,,A23 4g com aro , $100.00 ,,Redmi note 13 4g oled com aro, $270.00 ,,,,,,,,,,,,
E32 com aro    , $90.00 ,,A23 4g com aro (Premium), $130.00 ,,Redmi note 13 4g oled com aro (premium), $450.00 ,,,,,,,,,,,,
E32 com aro (Premium), $120.00 ,,A23 5g (A236B), $85.00 ,,Redmi note 13 5g/ poco f5 5g, $110.00 ,,,,,,,,,,,,
E40, $85.00 ,,A23 5g com aro , $95.00 ,,Redmi note 13 pro 4g incell/ poco m6 pro 4g, $100.00 ,,,,,,,,,,,,
E40 com aro, $90.00 ,,A23 5g com aro (Premium), $120.00 ,,Redmi note 13 pro 4g/ poco m6 pro 4g incell com aro (Premium), $285.00 ,,,,,,,,,,,,
E40 com aro (Premium), $120.00 ,,A24 incell com aro, $115.00 ,,Redmi note 13 pro 5g/ poco x6/ poco x6 pro 5g incell, $130.00 ,,,,,,,,,,,,
Xplay, $80.00 ,,A24 incell com aro (Premium), $190.00 ,,Redmi note 13 pro 5g/ poco x6 oled com aro, $450.00 ,,,,,,,,,,,,
X2, $80.00 ,,A24 oled com aro, $220.00 ,,Redmi note 14  incell, $110.00 ,,,,,,,,,,,,
X4, $100.00 ,,A24 oled com aro (Premium), $410.00 ,,Redmi note 14 pro incell , $170.00 ,,,,,,,,,,,,
Z play incell, $90.00 ,,A25 5g incell com aro , $145.00 ,,Poco f1 , $90.00 ,,,,,,,,,,,,
Z play oled , $140.00 ,,A25 5g incell com aro (Premium), $160.00 ,,Poco f1 com aro  (Premium), $110.00 ,,,,,,,,,,,,
Z2 play oled , $170.00 ,,A25 5g oled com aro, $250.00 ,,Poco F3 incell , $95.00 ,,,,,,,,,,,,
Z3 play oled , $200.00 ,,A25 5g oled com aro (Premium), $280.00 ,,Poco F3 incell com aro (Premium), $150.00 ,,,,,,,,,,,,
C, $80.00 ,,A26 incell, $105.00 ,,Poco F3 oled com aro (Premium), $300.00 ,,,,,,,,,,,,
C plus, $80.00 ,,A30/A50 oled , $120.00 ,,Poco f4 incell, $90.00 ,,,,,,,,,,,,
One , $70.00 ,,A30/A50 oled com aro , $185.00 ,,Poco F4 incell com aro, $160.00 ,,,,,,,,,,,,
One com aro, $110.00 ,,A30 / A50 oled com aro (Premium), $190.00 ,,Poco F4 oled com aro (Premium), $285.00 ,,,,,,,,,,,,
One vision/One action, $210.00 ,,A30/A50 incell com aro , $80.00 ,,Poco f5 pro incell, $115.00 ,,,,,,,,,,,,
One vision com aro, $270.00 ,,A30s incell com aro , $75.00 ,,Poco x2 , $115.00 ,,,,,,,,,,,,
One action com aro, $310.00 ,,A30s oled com aro , $185.00 ,,Poco x2 com aro , $160.00 ,,,,,,,,,,,,
One hyper , $80.00 ,,A30s oled com aro (premium), $195.00 ,,Poco X3/ Poco x3 pró/ Poco x3 nfc, $95.00 ,,,,,,,,,,,,
One hyper com aro (Premium), $195.00 ,,A31 incell com aro , $80.00 ,,Poco x3 com aro, $130.00 ,,,,,,,,,,,,
One fusion, $75.00 ,,A31 incell com aro (Premium), $120.00 ,,Poco x3 pro com aro (Premium), $145.00 ,,,,,,,,,,,,
One fusion com aro, $85.00 ,,A31 oled com aro , $195.00 ,,Poco x3 gt  , $90.00 ,,,,,,,,,,,,
One fusion plus , $80.00 ,,A31 oled com aro (Premium), $195.00 ,,Poco x3 gt com aro (Premium), $135.00 ,,,,,,,,,,,,
One fusion plus com aro (Premium), $140.00 ,,A32 4g incell com aro , $90.00 ,,Poco x4 gt , $135.00 ,,,,,,,,,,,,
One zoom oled , $190.00 ,,A32 4g incell com aro (Premium), $115.00 ,,Poco x6 oled com aro, $270.00 ,,,,,,,,,,,,
Edge oled (Premium), $385.00 ,,A32 4g oled com aro, $190.00 ,,Poco x6 pro oled com aro, $310.00 ,,,,,,,,,,,,
Edge oled com aro (Premium), $510.00 ,,A32 4g oled com aro (Premium), $200.00 ,,Poco x7 oled, $260.00 ,,,,,,,,,,,,
Edge 20/ edge 20 plus/edge 20 pró oled , $310.00 ,,A32 5g com aro , $105.00 ,,Poco m4 5g / m5 com aro (Premium), $125.00 ,,,,,,,,,,,,
Edge 20 oled com aro (Premium), $285.00 ,,A33 incell com aro , $150.00 ,,Poco m4 4g, $90.00 ,,,,,,,,,,,,
Edge 20 pro oled com aro (Premium), $410.00 ,,A33 oled com aro, $240.00 ,,Poco m4 pro 5g  , $100.00 ,,,,,,,,,,,,
Edge 20 lite incell, $105.00 ,,A33 oled com aro (Premium), $310.00 ,,Poco m4 pro 5g com aro (Premium), $130.00 ,,,,,,,,,,,,
Edge 20 lite oled , $290.00 ,      ,A34 incell com aro, $115.00 ,,Redmi pad se 11 polegadas, $260.00 ,,,,,,,,,,,,
Edge 30 neo incell, $160.00 ,,A34 incell com aro (Premium), $160.00 ,,,,,,,,,,,,,,,
Edge 30 neo oled, $430.00 ,,A34 oled com aro , $280.00 ,,REALME,,,,,,,,,,,,,
Edge 30 neo oled com aro (Premium), $520.00 ,,A34 oled com aro (Premium), $295.00 ,,C3/C12/C15, $70.00 ,,,,,,,,,,,,
Edge 30 ultra incell, $170.00 ,,A35 oled com aro , $290.00 ,,C3 com aro, $100.00 ,,,,,,,,,,,,
Edge 40 oled, $400.00 ,,A35 oled com aro (Premium), $310.00 ,,C3 com aro (Premium), $115.00 ,,,,,,,,,,,,
Edge 40 oled com aro (Premium), $510.00 ,,A51 oled com aro, $200.00 ,,5, $90.00 ,,,,,,,,,,,,
Edge 50 oled, $400.00 ,,A51 oled com aro (Premium), $230.00 ,,5i, $90.00 ,,,,,,,,,,,,
,,,A51 incell com aro  , $85.00 ,,7 / A52, $100.00 ,,,,,,,,,,,,
LG,,,A51 incell com aro (Premium), $130.00 ,,7i, $75.00 ,,,,,,,,,,,,
K4, $45.00 ,,A52 4g incell com aro (Premium), $150.00 ,,7i com aro (Premium), $115.00 ,,,,,,,,,,,,
K4 2017 com aro, $80.00 ,,A52 4g oled com aro (Premium), $255.00 ,,8i/ 9i, $130.00 ,,,,,,,,,,,,
K8 com aro, $80.00 ,,A52 4g oled com aro, $240.00 ,,C11, $80.00 ,,,,,,,,,,,,
K8 2017 com aro, $90.00 ,,A52s incell com aro (Premium), $150.00 ,,C11 2021, $80.00 ,,,,,,,,,,,,
K8 plus, $80.00 ,,A52s oled com aro (Premium), $330.00 ,,C11 2021 com aro (Premium), $105.00 ,,,,,,,,,,,,
K8 plus com aro, $75.00 ,,A53 incell com aro , $120.00 ,,C15 com aro (Premium), $100.00 ,,,,,,,,,,,,
K9 com aro, $75.00 ,,A53 oled com aro (Premium), $320.00 ,,C20, $105.00 ,,,,,,,,,,,,
K10 tv com aro, $90.00 ,,A54 incell com aro, $145.00 ,,C20 com aro  (premium), $120.00 ,,,,,,,,,,,,
K10 sem tv com aro, $90.00 ,,A54 oled com aro, $240.00 ,,C21y, $80.00 ,,,,,,,,,,,,
K10 2017 com aro, $75.00 ,,A54 oled com aro (Premium), $280.00 ,,C21y com aro (Premium), $110.00 ,,,,,,,,,,,,
K10 power com aro, $85.00 ,,A55 oled com aro (Premium), $300.00 ,,C25, $160.00 ,,,,,,,,,,,,
K11+ com aro, $85.00 ,,A70 incell , $90.00 ,,C25Y, $75.00 ,,,,,,,,,,,,
K12/K12+/k40, $70.00 ,,A70 incell com aro, $100.00 ,,C30, $120.00 ,,,,,,,,,,,,
K12/ K12+/ K40 com aro, $105.00 ,,A70 oled com aro, $165.00 ,,C30 com aro  (premium), $130.00 ,,,,,,,,,,,,
K12 Max/K50/ k12 prime, $70.00 ,,A70 oled com aro (Premium), $290.00 ,,C30s, $90.00 ,,,,,,,,,,,,
K12 max/K50/ k12 prime com aro, $110.00 ,,A71 incell com aro, $105.00 ,,C30s com aro (premium), $115.00 ,,,,,,,,,,,,
K22/K22+, $70.00 ,,A71 incell com aro (Premium), $140.00 ,,C33, $75.00 ,,,,,,,,,,,,
K22/K22+ com aro, $85.00 ,,A71 oled com aro (premium), $290.00 ,,C35, $70.00 ,,,,,,,,,,,,
K40s , $70.00 ,,A72 incell com aro, $140.00 ,,C35 com aro , $90.00 ,,,,,,,,,,,,
K40s com aro, $95.00 ,,A72 oled com aro (Premium), $330.00 ,,C35 com aro (Premium), $115.00 ,,,,,,,,,,,,
K41s, $70.00 ,,A73 oled com aro , $300.00 ,,C51/C53/Note 50, $85.00 ,,,,,,,,,,,,
K41s com aro, $85.00 ,,A73 oled com aro (premium), $330.00 ,,C51 com aro (Premium), $120.00 ,,,,,,,,,,,,
K42/k52/k62, $80.00 ,,A510 oled, $165.00 ,,C53 com aro (Premium), $120.00 ,,,,,,,,,,,,
K42/ K62 com aro, $100.00 ,,A510 incell , $105.00 ,,C55 / C67, $85.00 ,,,,,,,,,,,,
K42/ K62 com aro (Premium), $125.00 ,,A520 oled , $140.00 ,,Note 50, $100.00 ,,,,,,,,,,,,
K50s, $75.00 ,,A520 incell , $100.00 ,,,,,,,,,,,,,,,
K50s com aro, $120.00 ,,A530 incell, $115.00 ,,LENOVO,,,,,,,,,,,,,
K51, $130.00 ,,A530 oled , $220.00 ,,Lenovo C2, $80.00 ,,,,,,,,,,,,
K51s, $85.00 ,,A605 incell , $100.00 ,,Lenovo K5, $80.00 ,,,,,,,,,,,,
K51s com aro, $115.00 ,,A605 oled , $190.00 ,,Lenovo K6, $80.00 ,,,,,,,,,,,,
K51s com aro  (Premium), $140.00 ,,A710 incell , $105.00 ,,,,,,,,,,,,,,,
K52 com aro , $100.00 ,,A710 oled , $145.00 ,,ASUS,,,,,,,,,,,,,
K52 com aro (Premium), $130.00 ,,A720 similar , $100.00 ,,ZA550KL, $100.00 ,,,,,,,,,,,,
K61, $85.00 ,,A720 oled , $160.00 ,,ZA550KL com aro , $120.00 ,,,,,,,,,,,,
K61 com aro, $115.00 ,,A730 (A8 plus) oled, $215.00 ,,ZB501KL , $100.00 ,,,,,,,,,,,,
K61 com aro (premium), $135.00 ,,A730 (A8 plus) incell , $105.00 ,,ZB551KL , $120.00 ,,,,,,,,,,,,
K71, $260.00 ,,A750 incell , $105.00 ,,ZB553KL , $140.00 ,,,,,,,,,,,,
K200, $85.00 ,,A920 oled , $210.00 ,,ZB555KL com aro , $125.00 ,,,,,,,,,,,,
K220, $90.00 ,,A920 oled com aro , $225.00 ,,ZB570KL, $120.00 ,,,,,,,,,,,,
Q7, $160.00 ,,A605 incell , $100.00 ,,ZB570TL , $130.00 ,,,,,,,,,,,,
,,,A605 oled , $200.00 ,,ZB570TL com aro , $150.00 ,,,,,,,,,,,,
,,,T225 , $150.00 ,,ZB601KL / ZB602KL, $100.00 ,,,,,,,,,,,,
,,,T280, $140.00 ,,ZB601KL / ZB602KL com aro , $140.00 ,,,,,,,,,,,,
INFINIX,,,T285, $140.00 ,,ZB500KG , $120.00 ,,,,,,,,,,,,
Hot 10, $100.00 ,,T290 , $160.00 ,,ZB631KL , $110.00 ,,,,,,,,,,,,
Hot 10s, $115.00 ,,T290 com aro, $175.00 ,,ZB634KL , $100.00 ,,,,,,,,,,,,
Hot 11, $90.00 ,,T295, $140.00 ,,ZB634KL com aro , $140.00 ,,,,,,,,,,,,
Hot 11s , $135.00 ,,T295 com aro, $150.00 ,,ZC520TL , $150.00 ,,,,,,,,,,,,
Hot 11 play, $90.00 ,,T385, $220.00 ,,ZC600KL , $135.00 ,,,,,,,,,,,,
Hot 9, $110.00 ,,T515, $335.00 ,,ZC553KL , $130.00 ,,,,,,,,,,,,
Hot 20i, $130.00 ,,S9 , $600.00 ,,ZC554KL , $150.00 ,,,,,,,,,,,,
Note 10 pró, $100.00 ,,S10," $1,050.00 ",,ZC554KL com aro , $190.00 ,,,,,,,,,,,,
Note 8i, $125.00 ,,S10 plus (linha premium wefix)," $1,240.00 ",,ZC520KL , $130.00 ,,,,,,,,,,,,
,,,S10E, $570.00 ,,ZD551KL , $130.00 ,,,,,,,,,,,,
,,,S20 oled com aro," $1,380.00 ",,ZD552KL , $180.00 ,,,,,,,,,,,,
,,,S20 FE oled com aro (premium vivid), $265.00 ,,ZD553KL , $140.00 ,,,,,,,,,,,,
,,,S20 plus  ," $1,200.00 ",,ZE552KL , $140.00 ,,,,,,,,,,,,
,,,S21 (premium vivid)," $1,050.00 ",,ZE553KL , Q ,,,,,,,,,,,,
,,,S21FE oled com aro," $1,000.00 ",,ZE554KL com aro , $190.00 ,,,,,,,,,,,,
,,,,,,ZE620KL , $180.00 ,,,,,,,,,,,,
,,,,,,ZE630KL , $220.00 ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,ALCATEL,,,,,,,,,,,,,
,,,,,,Alcatel 5051, $120.00 ,,,,,,,,,,,,
,,,,,,Alcatel 9008J, $120.00 ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
